1 id_mutualista;TICKET DE MEDICAMENTOS - GENERAL. FONASA;TICKET DE MEDICAMENTOS - GENERAL. NO FONASA;TICKET DE MEDICAMENTOS topeados- ANTIHIPERTENSIVOS (Valsartán. Amlodipina. Hidroclorotiazida. Enalapril). FONASA;TICKET DE MEDICAMENTOS topeados- ANTIHIPERTENSIVOS (Valsartán. Amlodipina. Hidroclorotiazida. Enalapril). NO FONASA;CONSULTA NO URGENTE CONSULTORIO: MEDICINA GENERAL. FONASA;CONSULTA NO URGENTE CONSULTORIO: MEDICINA GENERAL. NO FONASA;CONSULTA NO URGENTE CONSULTORIO: PEDIATRIA. FONASA;CONSULTA NO URGENTE CONSULTORIO: PEDIATRIA. NO FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECO-OBSTETRICIA (CONTROL DE EMBARAZO). FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECO-OBSTETRICIA (CONTROL DE EMBARAZO). NO FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECOLOGIA. FONASA;CONSULTA NO URGENTE CONSULTORIO: GINECOLOGIA. NO FONASA;CONSULTA NO URGENTE CONSULTORIO: OTRAS ESPECIALIDADES. FONASA;CONSULTA NO URGENTE CONSULTORIO: OTRAS ESPECIALIDADES. NO FONASA;CONSULTA URGENCIA CENTRALIZADA. FONASA;CONSULTA URGENCIA CENTRALIZADA. NO FONASA;CONSULTA NO URGENCIA DOMICILIO. FONASA;CONSULTA NO URGENCIA DOMICILIO. NO FONASA;CONSULTA URGENCIA DOMICILIO. FONASA;CONSULTA URGENCIA DOMICILIO. NO FONASA;CONSULTA ODONTOLOGICA. FONASA;CONSULTA ODONTOLOGICA. NO FONASA;CONSULTA MEDICO DE REFERENCIA. FONASA;CONSULTA MEDICO DE REFERENCIA. NO FONASA;ENDOSCOPÍA DIGESTIVA. ENDOSCOPIA ESOFAGOGASTRODUODENAL. FONASA;ENDOSCOPÍA DIGESTIVA. ENDOSCOPIA ESOFAGOGASTRODUODENAL. NO FONASA;ECOGRAFÍA SIMPLE. FONASA;ECOGRAFÍA SIMPLE. NO FONASA;ECODOPPLER MIEMBROS (inferiores / superiores) ARTERIAL / VENOSO. FONASA;ECODOPPLER MIEMBROS (inferiores / superiores) ARTERIAL / VENOSO. NO FONASA;RX ABDOMEN / APARATO URINARIO SIMPLE. FONASA;RX ABDOMEN / APARATO URINARIO SIMPLE. NO FONASA;RX TORAX. FONASA;RX TORAX. NO FONASA;RX COLORECTAL. (C/ CONTRASTE) FONASA;RX COLORECTAL. (C/CONTRASTE) NO FONASA;RESONANCIA NUCLEAR MAGNÉTICA. UNA REGIÓN. FONASA;RESONANCIA NUCLEAR MAGNÉTICA. UNA REGIÓN. NO FONASA;TOMOGRAFÍA AXIAL COMPUTARIZADA. UNA REGIÓN. FONASA;TOMOGRAFÍA AXIAL COMPUTARIZADA. UNA REGIÓN. NO FONASA
5012;323.616421240201;323.616421240201;174.351152793751;190.81666743945;164.250106145463;164.250106145463;164.250106145463;164.250106145463;170.830953772538;170.830953772538;174.058490601881;174.058490601881;206.816591010826;206.816591010826;376.479318120017;376.479318120017;546.76758870886;546.76758870886;968;968;509.831079739426;509.83725543934;164.239262144234;164.239262144234;641.917592700257;641.919062041653;326.632747699672;326.632747699672;326.632747699672;326.632747699672;326.632747699672;326.632747699672;326.632747699672;326.632747699672;369.719468048531;369.719468048531;1118;1118;774.735361556465;774.735361556465
5163;277.339094334654;277.339094334654;176.452840097909;176.452840097909;172.468700388881;172.468700388881;0;0;172.468700388881;172.468700388881;172.468700388881;172.468700388881;487.177493415411;487.177493415411;488.135077736298;488.135077736298;654.218960559107;654.218960559107;968;968;843.563896922216;843.563896922216;172.478225572189;172.478225572189;771.653388856682;771.653388856682;586.24435980717;586.24435980717;1118;1118;586.24435980717;586.24435980717;586.24435980717;586.24435980717;1118;1118;1118;1118;1118;1118
5315;315.484526670967;315.484526670967;176.418410558678;176.418410558678;168.745048131825;168.745048131825;168.745048131825;168.745048131825;168.745048131825;168.745048131825;179.643743085057;179.643743085057;381.084876076578;381.084876076578;598.104369650969;598.104369650969;791.902514034475;791.902514034475;968;968;844.34340780361;844.34340780361;168.745048131825;168.745048131825;1118;1118;606.883470857623;606.883470857623;1118;1118;306.67937203288;306.67937203288;306.67937203288;306.67937203288;994.341642324536;994.341642324536;1118;1118;1118;1118
5517;307.0731531402;307.0731531402;185.723782419505;185.723782419505;173.075562890306;173.075562890306;173.075562890306;173.075562890306;173.075562890306;173.075562890306;179.523106892236;179.523106892236;288.744334968576;288.744334968576;494.409714672905;494.409714672905;596.1778517849;596.1778517849;925.36404706944;925.36404706944;510.874641143172;510.874641143172;171.775859489185;171.775859489185;1118;1118;568.0204599307;568.0204599307;1118;1118;378.00375384215;378.00375384215;378.00375384215;378.00375384215;568.0204599307;568.0204599307;1118;1118;1118;1118
5810;297.060455434349;297.060455434349;176.202899641524;176.202899641524;171.373636956232;171.373636956232;171.373636956232;171.373636956232;171.373636956232;171.373636956232;179.551381263419;179.551381263419;541.517360261023;541.517360261023;494.555753982861;494.555753982861;531.25827456432;531.25827456432;780.187643454646;780.187643454646;533.020072670367;533.020072670367;0;0;572.167414340966;572.167414340966;572.168455466292;572.168455466292;572.167414340966;572.167414340966;503.980262632587;503.980262632587;503.980262632587;503.980262632587;503.980262632587;503.980262632587;892.51643587;892.51643587;1118;1118
6012;309.26080922498;309.26080922498;190.092681242718;190.092681242718;171.046910308164;171.046910308164;171.046910308164;171.046910308164;171.046910308164;171.046910308164;177.521415438947;177.521415438947;394.965498297747;394.965498297747;509.831079739425;509.831079739425;621.138786157156;621.138786157156;932.189180863465;932.189180863465;261.859244625;261.859244625;171.046910308164;171.046910308164;1021.63012607868;1021.63012607868;724.452019127828;724.452019127828;724.452019127828;724.452019127828;724.452019127828;724.452019127828;351.681869089926;351.681869089926;442.655906039412;442.655906039412;1118;1118;1118;1118
6062;319.3165276;319.3165276;190.775296799638;190.775296799638;174.253134893696;174.253134893696;174.253134893696;174.253134893696;174.253134893696;174.253134893696;174.253134893696;174.253134893696;324.6147252952;324.6147252952;430.875213655707;430.875213655707;455.966506702485;455.966506702485;922.860599235336;922.860599235336;636.197699049205;636.197699049205;174.253134893696;174.253134893696;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932;476.890110484932
6416;278.763000553393;278.763000553393;157.01685471197;157.01685471197;150.568443600571;150.568443600571;46.5005991501695;46.5005991501695;0;0;150.568443600571;150.568443600571;272.33361441;272.33361441;308.411999225;308.411999225;370.09439907;370.09439907;284.319722117028;284.319722117028;442.204209889982;442.204209889982;0;0;417.00201945126;424.685530802375;449.101448305;449.101448305;632.14033728249;640.614417546138;370.900951344567;379.689792243542;370.900951344567;370.900951344567;370.900951344567;370.900951344567;721.390591781642;721.390591781642;721.390591781642;721.390591781642
6517;272.704635148992;272.704635148992;181.869539354413;181.869539354413;171.041422504283;171.041422504283;171.041422504283;171.041422504283;171.041422504283;171.041422504283;171.041422504283;171.041422504283;215.436973374181;215.436973374181;382.896406585;382.896406585;422.466247995;422.466247995;519.06321379;519.06321379;341.118079814709;341.118079814709;171.041422504283;171.041422504283;516.185622902574;516.185622902574;319.91755429;319.91755429;319.91755429;319.91755429;355.331466767331;355.331466767331;319.91755429;319.91755429;319.91755429;319.91755429;892.51643587;892.51643587;721.255458430893;721.255458430893
6618;272.109974672621;272.109974672621;191.126947238051;191.126947238051;164.241440058872;164.241440058872;164.241440058872;164.241440058872;164.241440058872;164.241440058872;164.241440058872;164.241440058872;206.81362129962;206.81362129962;427.213912032229;427.213912032229;404.956507812663;404.956507812663;737.849350641286;737.849350641286;576.2309566398;576.2309566398;164.200069419059;164.200069419059;608.54463281;608.54463281;507.628495866228;507.628495866228;614.363727135;614.363727135;373.45322208;373.45322208;424.66125214;424.66125214;424.66125214;424.66125214;1118;1118;1005.75173803195;1005.75173803195
6769;297.078994936692;297.078994936692;168.530227717174;168.530227717174;171.37787542667;171.37787542667;58.19094325;58.19094325;171.37787542667;171.37787542667;171.37787542667;171.37787542667;264.186882355;264.186882355;304.757066675298;304.757066675298;471.749405791265;471.749405791265;519.06321379;519.06321379;563.624965266702;563.624965266702;171.37787542667;171.37787542667;425.496841580518;425.496841580518;354.480668034934;354.480668034934;415.35070122;415.35070122;358.664959517916;358.664959517916;358.664959517916;358.664959517916;358.664959517916;358.664959517916;892.51643587;892.51643587;835.38738978724;835.38738978724
6860;331.335182825596;331.335182825596;190.030170491348;190.030170491348;172.408733723448;172.408733723448;172.408733723448;172.408733723448;172.408733723448;172.408733723448;172.408733723448;172.408733723448;461.809108187806;461.809108187806;729.658390936736;729.658390936736;740.26209666263;740.26209666263;864.796994617088;864.796994617088;923.777455209518;923.777455209518;172.420325676575;172.420325676575;538.71550091;538.71550091;645.05936397733;645.05936397733;645.05936397733;645.05936397733;449.254722109178;449.254722109178;351.685772346712;351.685772346712;445.275195954563;445.275195954563;1118;1118;892.51643587;892.51643587
6985;320.480346465;320.480346465;167.833367366317;167.833367366317;176.901033048711;176.901033048711;176.901033048711;176.901033048711;176.901033048711;176.901033048711;176.901033048711;176.901033048711;360.39494492287;360.39494492287;543.850306601165;543.850306601165;543.850306601165;543.850306601165;734.607477127407;734.607477127407;757.078987113156;757.078987113156;0;0;799.902357489047;799.902357489047;580.861461454352;580.861461454352;929.330821351675;929.330821351675;580.861461454352;580.861461454352;580.854884722375;580.854884722375;442.166242281509;442.166242281509;1118;1118;799.91317988675;799.91317988675
7062;319.662033451787;319.662033451787;190.016537955175;190.016537955175;166.061748210659;166.061748210659;46.5041069391976;46.5041069391976;0;0;179.571622698848;179.571622698848;305.565636878445;305.565636878445;382.896406585;382.896406585;501.703846682857;501.703846682857;740.067405432828;740.067405432828;371.258217935;371.258217935;166.053316060852;166.053316060852;912.822452342043;912.822452342043;542.545315868668;542.545315868668;640.485750710682;640.485750710682;451.860873397875;451.860873397875;451.860873397875;451.860873397875;451.860873397875;451.860873397875;1118;1118;1085.7990638193;1085.7990638193
7214;311.420635875054;311.420635875054;181.711523297793;181.711523297793;166.459663435575;166.459663435575;166.459663435575;166.459663435575;166.459663435575;166.459663435575;166.459663435575;166.459663435575;449.489188368193;449.489188368193;262.872470862799;262.872470862799;447.740203199445;447.740203199445;508.954684105619;508.954684105619;553.072834987283;553.072834987283;166.459663435575;166.459663435575;840.127685273285;840.127685273285;610.070548639117;610.070548639117;959.414579149849;959.414579149849;725.088185798897;725.088185798897;725.088185798897;725.088185798897;959.414579149849;959.414579149849;1118;1118;1079.98287653597;1079.98287653597
7264;248.587940863332;248.587940863332;40;40;174.716270082307;174.716270082307;92.5121166925629;92.5121166925629;92.5121166925629;92.5121166925629;92.5121166925629;92.5121166925629;280.002103889334;280.002103889334;341.423475152352;341.423475152352;481.211322820073;481.211322820073;894.879079861681;894.879079861681;538.776477595706;538.776477595706;0;0;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075;330.391924075
7466;339.120220232219;339.120220232219;178.542732456342;178.542732456342;0;174.498508463316;174.498508463316;174.498508463316;0;174.498508463316;0;174.498508463316;0;333.607346608132;0;516.363982521538;600.35184064415;600.35184064415;878.819595615929;878.819595615929;600.35184064415;600.35184064415;174.498508463316;174.498508463316;796.708288789109;796.708288789109;407.77011703793;407.77011703793;912.17289677459;912.17289677459;269.780914894968;269.780914894968;305.95172791;305.95172791;305.95172791;305.95172791;796.715335509735;796.715335509735;796.715335509735;796.715335509735
7553;270.043071755607;270.043071755607;175.695698587683;175.695698587683;0;161.90399890942;0;161.90399890942;0;161.90399890942;0;161.90399890942;0;895.597928257057;0;431.7853677316;0;481.326708908049;0;888.210407396073;530.888735404403;530.888735404403;0;161.792316039863;730.409391260945;730.409391260945;407.605273384122;1118;407.605273384122;407.605273384122;368.354236934693;1118;368.354236934693;1118;617.198635411801;617.198635411801;730.407952609116;730.407952609116;730.407952609116;730.407952609116
7618;297.060455434348;297.060455434348;190.608864611702;190.608864611702;171.373636956232;171.373636956232;46.5088678481924;46.5088678481924;89.614052605;89.614052605;177.571650159483;177.571650159483;302.234546136011;302.234546136011;494.555753982861;494.555753982861;596.294569789211;596.294569789211;789.750377465103;789.750377465103;749.733306410321;749.733306410321;171.457870489;171.457870489;695.282350521905;695.282350521905;464.23109355;464.23109355;846.694806375944;847.969374494009;439.784980146907;439.792820092989;439.784980146907;439.792820092989;486.343651985;486.343651985;1118;1118;938.555744576039;938.563739973378
7719;280.094508156591;280.094508156591;169.303934736525;169.303934736525;175.494254088095;175.494254088095;175.494254088095;175.494254088095;175.494254088095;175.494254088095;171.212392867417;171.212392867417;171.212392867417;381.913061436645;382.896406585;382.896406585;536.225547940321;536.225547940321;595.240765634019;595.240765634019;630.612662674406;630.612662674406;175.494254088095;175.494254088095;608.490115731097;608.490115731097;532.078543995899;532.078543995899;532.078543995899;532.078543995899;532.078543995899;532.078543995899;532.078543995899;532.078543995899;532.078543995899;532.078543995899;892.51643587;892.51643587;892.51643587;892.51643587
7810;176.461055424229;287.830817801681;176.461055424229;176.461055424229;177.914436517174;177.914436517174;0;0;174.102033786803;174.102033786803;174.102033786803;174.102033786803;272.33361441;272.33361441;419.076372043495;419.076372043495;177.91384975211;177.91384975211;177.91384975211;177.91384975211;742.082197711148;742.082197711148;177.919655747823;177.919655747823;463.067274685;463.067274685;350.443263161293;350.443263161293;350.443263161293;350.443263161293;350.443263161293;350.443263161293;150;150;350.443263161293;350.443263161293;842.421816966339;842.421816966339;842.421816966339;842.421816966339
8012;244.653764474199;298.526120813303;172.883445924944;172.883445924944;125.69243742;125.69243742;60.51858098;60.51858098;119.957139884279;119.957139884279;125.69243742;125.69243742;236.255229595;236.255229595;342.714909309787;342.714909309787;422.466247995;422.466247995;571.23677811721;571.23677811721;538.54717104223;538.54717104223;80.5153342730187;174.928643144315;598.070263025;598.070263025;421.169795545;421.169795545;753.227615231039;753.227615231039;326.90046748;326.90046748;326.90046748;326.90046748;326.90046748;326.90046748;1069.262193171;1069.262193171;1069.262193171;1069.262193171
8163;286.144254664101;286.144254664101;163.764840994332;163.764840994332;169.576304526563;169.576304526563;169.576304526563;169.576304526563;169.576304526563;169.576304526563;169.576304526563;169.576304526563;318.925370114499;318.925370114499;453.773629705339;453.773629705339;600.998373395612;600.998373395612;919.905334139778;919.905334139778;631.508561809887;631.508561809887;169.578252594791;169.578252594791;532.7104441374;532.7104441374;532.7104441374;532.7104441374;641.13156103;641.13156103;468.926564164266;468.926564164266;269.873343095;269.873343095;532.71187699712;532.71187699712;814.540571915;814.540571915;735.400889095;735.400889095
8264;345.10846862322;345.10846862322;190.733926159824;190.733926159824;174.066967014536;174.066967014536;174.066967014536;174.066967014536;174.066967014536;174.066967014536;174.066967014536;174.066967014536;381.913061436645;381.913061436645;542.038122834093;542.038122834093;596.295716949259;596.295716949259;968;968;766.356747943383;766.356747943383;171.853637784523;174.066967014536;554.956507812664;554.956507812664;335.195669124318;335.195669124318;554.956507812664;554.956507812664;335.195669124318;335.195669124318;335.195669124318;335.195669124318;554.956507812664;554.956507812664;1073.55253092806;1073.55253092806;1073.55253092806;1073.55253092806
