linea;oid;nombre;alias;cerrada;regiongeo;departamento;localidad;urbanarural;coddepart;codloc;codsecc;codseg;codzona;cod1;cod2;coordx;coordy;latlong;calle;numpuerta;esquina;telefono;codregion;regionasse;depadmin;uedepende;uedependenom;nivelatencion;categoria;codcatsnomed;pertenecea;pertenecearap;sgc;sgcenua;hcea;hceo;obstetrapartera;medfamycom;medgeneral;pediatria;ginecoobstetricia;odontolog;espadolesc;horespado;vacunatorio;puertaemer;puertaurge;geosalud;maternidadbc;maternidadac;camactiadulto;camacetped;camaciadulto;camaciped;camacb;camacm;ctisic;resehgeosalud;hceintgeosalud;block;siq;medfarmacia;meddispensa;webfarma;sga farmacia;emedicamen;muestraslab;laboratorio;imradiologia;imecografo;immamografo;imtomografo;imrnm;ridi;telemedicina;LAT;LONG;geometry
320;2.16.858.0.0.2.1.1.5980490004205602026;POLICLINICA CENTURION;POL. CENTURION;NO;ESTE;CERRO LARGO;RURAL;RURAL;4;900;4;205;602;490004205602026;4026;802875.26;6438975.37;-32.14498445,-53.78912624;RUTA 7 KM 460 LOCAL VIVIENDAS MEVIR;S-D;A 54KM DE MELO;S-D;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.14498445;-53.78912624;POINT (-53.78912624 -32.14498445)
321;2.16.858.0.0.2.1.1.5980490006004006027;POLICLINICA CUCHILLA GRANDE;POL. CUCHILLA GRANDE;NO;ESTE;CERRO LARGO;RURAL;RURAL;4;900;6;4;6;490006004006027;4027;738371.448;6390096.92;-32.601,-54.460;S-D;S-D;S-D;S-D;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;IGLESIA;SI;SI;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.601;-54.46;POINT (-54.46 -32.601)
322;2.16.858.0.0.2.1.1.5980490002007004028;POLICLINICA MICAELA;POL. MICAELA;NO;ESTE;CERRO LARGO;RURAL;RURAL;4;900;2;7;4;490002007004028;4028;790821.94;6388436.5;-32.60342043,-53.90123235;CAMINO A LA MICAELA;S-D;A 26 KM DE RUTA 8;46402803;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;ANEP;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.60342043;-53.90123235;POINT (-53.90123235 -32.60342043)
323;2.16.858.0.0.2.1.1.5980490009108005029;POLICLINICA PASO PEREIRA;POL. PASO PEREIRA;NO;ESTE;CERRO LARGO;RURAL;RURAL;4;900;9;108;5;490009108005029;4029;666823.505;6406965.98;-32.462,-55.225;RUTA 7  KM 293  EMPALME A AREVALO A 75KM;S-D;S-D;46404487;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;NO;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.462;-55.225;POINT (-55.225 -32.462)
324;2.16.858.0.0.2.1.1.5980490003412600030;POLICLINICA POBLADO URUGUAY;POL. POBLADO URUGUAY;NO;ESTE;CERRO LARGO;RURAL;RURAL;4;900;3;412;600;490003412600030;4030;828761.97;6398188.059;-32.505,-53.501;A 6KM DE RUTA 26 AL LADO LOCAL ESCOLAR;S-D;S-D;S-D;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.505;-53.501;POINT (-53.501 -32.505)
325;2.16.858.0.0.2.1.1.5980490011003002031;POLICLINICA QUEBRACHO;POL. QUEBRACHO;NO;ESTE;CERRO LARGO;RURAL;RURAL;4;900;11;3;2;490011003002031;4031;710815.77;6388256.17;-32.62318565,-54.75300132;RUTA 7  KM 339  CAMINO VECINAL A 20KM;S-D;SALON COMUNAL MEVIR;S-D;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;MEVIR;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.62318565;-54.75300132;POINT (-54.75300132 -32.62318565)
326;2.16.858.0.0.2.1.1.5980490005004004032;POLICLINICA SAN DIEGO;POL. SAN DIEGO;NO;ESTE;CERRO LARGO;RURAL;RURAL;4;900;5;4;4;490005004004032;4032;788039.5;6455987.701;-31.995613897566212, -53.95130296102913;RUTA 8  ESCUELA 44;S-D;A 20KM DE NOBLIA;46409271;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;ANEP;SI;SI;SI;NO;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-31.9956138975662;-53.9513029610291;POINT (-53.95130296102913 -31.995613897566212)
327;2.16.858.0.0.2.1.1.5980492310206801033;POLICLINICA ARBOLITO;POL. ARBOLITO;NO;ESTE;CERRO LARGO;ARBOLITO;RURAL;4;923;10;206;801;492310206801033;4033;761620.916;6388293.273;-32.612,-54.212;RUTA 8  KM 362;S-D;S-D;46402413;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.612;-54.212;POINT (-54.212 -32.612)
328;2.16.858.0.0.2.1.1.5980492409106004034;POLICLINICA AREVALO;POL. AREVALO;NO;ESTE;CERRO LARGO;AREVALO;RURAL;4;924;9;106;4;492409106004034;4034;680287.089;6387101.106;-32.639,-55.078;RUTA 7  KM 293 EMPALME A AREVALO 35KM;S-D;POR CAMINO VECINAL;S-D;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;MEVIR;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.639;-55.078;POINT (-55.078 -32.639)
329;2.16.858.0.0.2.1.1.5980493012203600035;POLICLINICA CANAS;POL. CANAS;NO;ESTE;CERRO LARGO;CASERIO LAS CANAS;RURAL;4;930;12;203;600;493012203600035;4035;798514.571;6415678.252;-32.356,-53.828;CAMINO VECINAL;S-D;A 16 KM DE RUTA 26;46402411;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;COMUNIDAD;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.356;-53.828;POINT (-53.828 -32.356)
330;2.16.858.0.0.2.1.1.5980494801239604036;POLICLINICA LA PEDRERA;POL. LA PEDRERA;NO;ESTE;CERRO LARGO;LA PEDRERA;RURAL;4;948;1;239;604;494801239604036;4036;774319.483;6412925.942;-32.387,-54.084;RUTA 26 KM;12;S-D;S-D;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;COMUNIDAD;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.387;-54.084;POINT (-54.084 -32.387)
331;2.16.858.0.0.2.1.1.5980494903408089037;POLICLINICA LAGUNA MERIN;POL. LAGUNA MERIN;NO;ESTE;CERRO LARGO;LAGO MERIN;RURAL;4;949;3;408;89;494903408089037;4037;850560.94;6370637.53;-32.74633923,-53.25908893;RUTA 18;S-D;CALLE 1;S-D;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;COMUNIDAD;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.74633923;-53.25908893;POINT (-53.25908893 -32.74633923)
332;2.16.858.0.0.2.1.1.5980495204002600038;POLICLINICA MANGRULLO;POL. MANGRULLO;NO;ESTE;CERRO LARGO;MANGRULLO;RURAL;4;952;4;2;600;495204002600038;4038;778622.98;6445938.57;-32.08850910,-54.04794818;RUTA 8  ESCUELA N 32;S-D;S-D;46409201;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;NO;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.0885091;-54.04794818;POINT (-54.04794818 -32.0885091)
333;2.16.858.0.0.2.1.1.5980496806206602039;POLICLINICA RAMON TRIGO;POL. RAMON TRIGO;NO;ESTE;CERRO LARGO;RAMON TRIGO;RURAL;4;968;6;206;602;496806206602039;4039;722281.427;6418426.797;-32.349,-54.638;RUTA 26  KM 396 ENTRANDO A RUTA 44;S-D;EN COMPL. HABITACIONAL;46808174;4;ESTE;REGION ESTE;80;RAP CERRO LARGO;PRIMER NIVEL;POLICLINICA;35971002;COMUNIDAD;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-32.349;-54.638;POINT (-54.638 -32.349)
334;2.16.858.0.0.2.1.1.5980532001003012001;CENTRO DEPARTAMENTAL COLONIA;HOSPITAL DE COLONIA;NO;OESTE;COLONIA;COLONIA DEL SACRAMENTO;URBANA;5;320;1;3;12;532001003012001;5001;423749.501;6186703.357;-34.45840,-57.83016;AVDA. JOSE BATLLE Y ORDONEZ;596;FERNANDO FELIPE  BASSAHUN;45226161;3;OESTE;REGION OESTE;18;CENTRO DEPARTAMENTAL COLONIA;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;NC;NO;SI;NO;SI;SI;NO;SI;NO;NO;NO;NO;SI;NO;NO;SI;SI;SI;SI;SI;SI;S-D;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;-34.4584;-57.83016;POINT (-57.83016 -34.4584)
336;2.16.858.0.0.2.1.1.5980532001014051003;POLICLINICA EL GENERAL;POL. EL GENERAL;NO;OESTE;COLONIA;COLONIA DEL SACRAMENTO;URBANA;5;320;1;14;51;532001014051003;5003;425480.3;6188294.55;-34.44417559,-57.81118257;PEDRO ARRIGONI;S-D;FERNANDO CARBALLO;45230458;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;SI;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.44417559;-57.81118257;POINT (-57.81118257 -34.44417559)
337;2.16.858.0.0.2.1.1.5980532001410709004;POLICLINICA EL REAL DE SAN CARLOS;POL. EL REAL;NO;OESTE;COLONIA;COLONIA DEL SACRAMENTO;URBANA;5;320;1;410;709;532001410709004;5004;421680.629;6188902.247;-34.43841445472154, -57.85248419010542;AVDA. QUINKE;S-D;LORENZO LATORRE;45228731;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;SI;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.4384144547215;-57.8524841901054;POINT (-57.85248419010542 -34.43841445472154)
338;2.16.858.0.0.2.1.1.5980532001308028005;POLICLINICA LOS NOGALES;POL. LOS NOGALES;NO;OESTE;COLONIA;COLONIA DEL SACRAMENTO;URBANA;5;320;1;308;28;532001308028005;5005;424389.89;6186397.55;-34.46120214,-57.82321899;JOSE VICO;S-D;RAMON AYALA;45227687;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.46120214;-57.82321899;POINT (-57.82321899 -34.46120214)
339;2.16.858.0.0.2.1.1.5980532106112604006;HOSPITAL DE CARMELO;CENTRO AUXILIAR CARMELO;NO;OESTE;COLONIA;CARMELO;URBANA;5;321;6;112;604;532106112604006;5006;381500.105;6238211.006;-33.990,-58.283;GRAL. ARTIGAS;S-D;URUGUAY;45424390;3;OESTE;REGION OESTE;36;HOSPITAL DE CARMELO;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;MIERCOLES;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;-33.99;-58.283;POINT (-58.283 -33.99)
340;2.16.858.0.0.2.1.1.5980532106006010007;POLICLINICA COMITE DE JUBILADOS;POL. COMITE DE JUBILADOS;NO;OESTE;COLONIA;CARMELO;URBANA;5;321;6;6;10;532106006010007;5007;381377.83;6237101.66;-33.99998876,-58.28447411;IGNACIO BARRIOS;395;19 DE ABRIL;45422719;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.99998876;-58.28447411;POINT (-58.28447411 -33.99998876)
341;2.16.858.0.0.2.1.1.5980532106109025008;POLICLINICA COPOBCE;POL. CENTENARIO;NO;OESTE;COLONIA;CARMELO;URBANA;5;321;6;109;25;532106109025008;5008;381474.2;6236108.92;-34.00895084,-58.28356554;MANUEL BELGRANO;342;CHARRUA;45424726;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.00895084;-58.28356554;POINT (-58.28356554 -34.00895084)
342;2.16.858.0.0.2.1.1.5980532106007016009;POLICLINICA MIHANOVICH;POL. MIHANOVICH;NO;OESTE;COLONIA;CARMELO;URBANA;5;321;6;7;16;532106007016009;5009;380875.59;6236702.53;-34.00353069,-58.28996576;WILSON FERREIRA;63;JOSE PEDRO VARELA;99256101;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;SI;NO;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.00353069;-58.28996576;POINT (-58.28996576 -34.00353069)
343;2.16.858.0.0.2.1.1.5980532106113004010;POLICLINICA RAUL LOPEZ;POL. RAUL LOPEZ;NO;OESTE;COLONIA;CARMELO;URBANA;5;321;6;113;4;532106113004010;5010;382243.09;6237797.23;-33.99381451,-58.27501313;PIEDRAS;S-D;LEANDRO GOMEZ;45426645;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;SI;NO;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.99381451;-58.27501313;POINT (-58.27501313 -33.99381451)
344;2.16.858.0.0.2.1.1.5980532106110002011;POLICLINICA SARAVIA;POL. SARAVIA;NO;OESTE;COLONIA;CARMELO;URBANA;5;321;6;110;2;532106110002011;5011;380355.68;6237486.24;-33.99640508,-58.29548715;ROBERTO BERTOLINO;S-D;TREINTA Y TRES;99446564;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.99640508;-58.29548715;POINT (-58.29548715 -33.99640508)
345;2.16.858.0.0.2.1.1.5980532314106006012;HOSPITAL DE JUAN LACAZE;CENTRO AUXILIAR JUAN LACAZE;NO;OESTE;COLONIA;JUAN LACAZE;URBANA;5;323;14;106;6;532314106006012;5012;459735.24;6189708.99;-34.43332539,-57.43824826;ZORRILLA DE SAN MARTIN;515;JUANA C. DE CAMPOMAR;45862814;3;OESTE;REGION OESTE;43;HOSPITAL DE JUAN LACAZE;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;NO;NC;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;NO;SI;-34.43332539;-57.43824826;POINT (-57.43824826 -34.43332539)
346;2.16.858.0.0.2.1.1.5980532314106010013;POLICLINICA 21 DE OCTUBRE DE 1913;POL. 21 DE OCTUBRE DE 1913;NO;OESTE;COLONIA;JUAN LACAZE;URBANA;5;323;14;106;10;532314106010013;5013;459587.741;6189837.907;-34.43215704685314, -57.43984754145382;DR.  HORACIO VACHELLI;537;JUANA C. DE CAMPOMAR;45865814;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;NO;SI;SI;NO;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.4321570468531;-57.4398475414538;POINT (-57.43984754145382 -34.43215704685314)
348;2.16.858.0.0.2.1.1.5980532314208023015;POLICLINICA VILLA PANCHA;POL. VILLA PANCHA;NO;OESTE;COLONIA;JUAN LACAZE;URBANA;5;323;14;208;23;532314208023015;5015;458769.66;6191920.29;-34.41334570,-57.44865102;ZELMAR MICHELINI;S-D;JULIO RODRIGUEZ;45865308;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.4133457;-57.44865102;POINT (-57.44865102 -34.4133457)
349;2.16.858.0.0.2.1.1.5980542110003011016;CENTRO AUXILIAR NUEVA HELVECIA;CENTRO AUXILIAR NUEVA HELVECIA;NO;OESTE;COLONIA;NUEVA HELVECIA;URBANA;5;421;10;3;11;542110003011016;5016;479019.2;6206700.82;-34.28065965,-57.22794539;18 DE JULIO;1592;C. CUNIER;45547309;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI;NO;NC;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;N-C;SI;NO;NO;NO;SI;SI;SI;S-D;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;-34.28065965;-57.22794539;POINT (-57.22794539 -34.28065965)
350;2.16.858.0.0.2.1.1.5980542203005015018;HOSPITAL DE ROSARIO;CENTRO AUXILIAR DE ROSARIO;NO;OESTE;COLONIA;ROSARIO;URBANA;5;422;3;5;15;542203005015018;5018;467186.33;6202603.44;-34.31730451,-57.35665771;MARTINEZ DIEZ;S-D;GARAT;45522210;3;OESTE;REGION OESTE;53;HOSPITAL DE ROSARIO;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;NC;SI;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;S-D;SI;SI;NO;SI;SI;NO;NO;NO;NO;SI;-34.31730451;-57.35665771;POINT (-57.35665771 -34.31730451)
351;2.16.858.0.0.2.1.1.5980542203108400019;POLICLINICA EL PASTOREO;POL. EL PASTOREO;NO;OESTE;COLONIA;ROSARIO;URBANA;5;422;3;108;400;542203108400019;5019;467456.96;6201124.6;-34.33064963,-57.35377216;LOS PICAPALOS;S-D;DEL MATADERO;45522001;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;COMISION DE APOYO;SI;SI;SI;SI;NO;NO;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.33064963;-57.35377216;POINT (-57.35377216 -34.33064963)
352;2.16.858.0.0.2.1.1.5980542308101032020;CENTRO AUXILIAR NUEVA PALMIRA;CENTRO AUXILIAR NUEVA PALMIRA;NO;OESTE;COLONIA;NUEVA PALMIRA;URBANA;5;423;8;101;32;542308101032020;5020;370047.486;6251480.819;-33.869,-58.405;J. P. VARELA;S-D;ITUZAINGO;S-D;3;OESTE;REGION OESTE;90;CENTRO AUXILIAR NUEVA PALMIRA;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;NO;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;S-D;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;N-C;SI;SI;NO;NO;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;-33.869;-58.405;POINT (-58.405 -33.869)
353;2.16.858.0.0.2.1.1.5980542308304040021;POLICLINICA BARRIO ASENCIO;POL. BARRIO ASENCIO;NO;OESTE;COLONIA;NUEVA PALMIRA;URBANA;5;423;8;304;40;542308304040021;5021;370355.93;6249993.26;-33.88245042,-58.40188542;MONTEVIDEO;S-D;EMILIO ROSELLI;45447497;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.88245042;-58.40188542;POINT (-58.40188542 -33.88245042)
354;2.16.858.0.0.2.1.1.5980542308301026022;POLICLINICA GOLONDRINA;POL. GOLONDRINA;NO;OESTE;COLONIA;NUEVA PALMIRA;URBANA;5;423;8;301;26;542308301026022;5022;369653.41;6251943.72;-33.86477769,-58.40919090;IBICUY;S-D;ESTADOS UNIDOS;S-D;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;IGLESIA;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.86477769;-58.4091909;POINT (-58.4091909 -33.86477769)
355;2.16.858.0.0.2.1.1.5980552111101605023;CENTRO DE SALUD OMBUES DE LAVALLE;POL. OMBUES DE LAVALLE;NO;OESTE;COLONIA;OMBUES DE LAVALLE;RURAL;5;521;11;101;605;552111101605023;5023;425415.61;6244830.55;-33.93434405,-57.80701583;SARANDI;S-D;25 DE MAYO;45762132;3;OESTE;REGION OESTE;48;RAP COLONIA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;NO;NC;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;N-C;NO;NO;NO;NO;SI;SI;SI;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-33.93434405;-57.80701583;POINT (-57.80701583 -33.93434405)
